CAT_52507_184_S123_L001_R1_001	CAT_52507_212_S124_L001_R1_001	CAT_52507_240_S125_L001_R1_001	CAT_52507_271_S126_L001_R1_001	CAT_52507_351_S127_L001_R1_001	CAT_52507_356_S128_L001_R1_001	CAT_52507_362_S129_L001_R1_001	CAT_52507_385_S97_L001_R1_001	CAT_52507_392_S98_L001_R1_001	CAT_52507_397_S99_L001_R1_001	CAT_52507_401_S100_L001_R1_001	CAT_52507_406_S101_L001_R1_001	CAT_52507_407_S102_L001_R1_001	CAT_52507_411_S103_L001_R1_001	CAT_52507_413_S104_L001_R1_001	CAT_52507_414_S105_L001_R1_001	CAT_52507_415_S106_L001_R1_001	CAT_52507_418_S107_L001_R1_001	CAT_52507_422_S108_L001_R1_001	CAT_52507_425_S109_L001_R1_001	CAT_52507_429_S110_L001_R1_001	CAT_52507_431_S111_L001_R1_001	CAT_52507_440_S112_L001_R1_001	CAT_52507_442_S113_L001_R1_001	CAT_52507_445_S114_L001_R1_001	CAT_52507_465_S115_L001_R1_001	CAT_52507_467_S116_L001_R1_001	CAT_52507_472_S117_L001_R1_001	CAT_52507_473_S118_L001_R1_001	CAT_52507_477_S119_L001_R1_001	CAT_52507_479_S120_L001_R1_001	CAT_52507_484_S121_L001_R1_001	CAT_52507_485_S122_L001_R1_001	CAT_52508_002_S130_L001_R1_001	CAT_52508_004_S131_L001_R1_001	CAT_52508_011_S132_L001_R1_001	CAT_52508_014_S133_L001_R1_001	CAT_52508_017_S134_L001_R1_001	CAT_52508_019_S135_L001_R1_001	CAT_52508_022_S136_L001_R1_001	CAT_52508_024_S137_L001_R1_001	CAT_52508_025_S138_L001_R1_001	CAT_52508_027_S139_L001_R1_001	CAT_52508_031_S140_L001_R1_001	CAT_52508_033_S141_L001_R1_001	CAT_52508_036_S142_L001_R1_001	CAT_52508_039_S143_L001_R1_001	CAT_52508_040_S144_L001_R1_001	CAT_52508_043_S145_L001_R1_001	CAT_52508_046_S146_L001_R1_001	CAT_52508_047_S147_L001_R1_001	CAT_52508_052_S148_L001_R1_001	CAT_52508_056_S149_L001_R1_001	CAT_52508_062_S150_L001_R1_001	CAT_52508_064_S151_L001_R1_001	CAT_52508_065_S152_L001_R1_001	CAT_52508_069_S153_L001_R1_001	CAT_52508_070_S154_L001_R1_001	CAT_52508_078_S155_L001_R1_001	CAT_52508_079_S156_L001_R1_001	CAT_52508_086_S157_L001_R1_001	CAT_52508_087_S158_L001_R1_001	CAT_52508_088_S159_L001_R1_001	CAT_52508_090_S160_L001_R1_001	CAT_52508_091_S161_L001_R1_001	CAT_52508_101_S162_L001_R1_001	CAT_52508_105_S163_L001_R1_001	CAT_52508_106_S164_L001_R1_001	CAT_52508_111_S165_L001_R1_001	CAT_52508_114_S166_L001_R1_001	CAT_52508_115_S167_L001_R1_001	CAT_52508_117_S168_L001_R1_001	CAT_52508_119_S169_L001_R1_001	CAT_52508_127_S170_L001_R1_001	CAT_52508_129_S171_L001_R1_001	CAT_52508_131_S172_L001_R1_001	CAT_52508_134_S173_L001_R1_001	CAT_52508_135_S174_L001_R1_001	CAT_52508_139_S175_L001_R1_001	CAT_52508_143_S176_L001_R1_001	CAT_52508_145_S177_L001_R1_001	CAT_52508_149_S178_L001_R1_001	CAT_52508_156_S179_L001_R1_001	CAT_52508_157_S180_L001_R1_001	CAT_52508_158_S181_L001_R1_001	CAT_52508_167_S182_L001_R1_001	CAT_52508_168_S183_L001_R1_001	CAT_52508_173_S184_L001_R1_001	CAT_52508_174_S185_L001_R1_001	CAT_52508_176_S186_L001_R1_001	CAT_52508_179_S187_L001_R1_001	CAT_52508_182_S188_L001_R1_001	CAT_52508_183_S189_L001_R1_001	CAT_52508_189_S190_L001_R1_001	CAT_52508_201_S191_L001_R1_001
Tpa_2096_1	0,0	0,2	0,1	0,1	0,0	0,2	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,2	0,0	0,0	0,3	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,3	0,0
Tpa_2128_1	0,0	3,0	0,0	3,0	0,0	0,0	0,0	4,0	5,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2157_1	7,0	79,0	0,0	10,0	8,0	13,0	0,0	1,0	1,5	11,0	0,0	1,2	1,0	3,0	5,0	1,0	4,0	21,0	0,0	1,0	1,0	5,0	2,0	2,0	3,0	2,5	3,0	1,0	5,0	1,0	4,0	4,0	20,0	1,0	0,0	67,0	1,0	12,0	0,0	0,0	0,0	1,0	6,0	0,0	1,0	2,0	0,0	1,0	2,0	1,0	0,0	7,9	1,0	1,0	0,0	4,0	6,0	1,0	0,0	10,0	0,0	1,0	5,0	6,0	0,0	1,0	16,0	7,0	1,0	0,0	0,0	0,0	3,2	12,0	0,0	5,0	0,0	0,0	3,0	6,0	55,0	3,0	13,0	7,0	2,0	0,0	0,0	0,0	5,0	1,0	0,0	0,0	6,0	8,0	0,0
Tpa_2180_1	0,1	0,3	0,0	1,1	0,0	0,0	0,0	0,0	1,3	0,2	0,0	1,0	0,0	0,0	0,0	0,0	0,3	0,7	0,0	0,0	0,1	0,1	1,0	0,0	0,3	0,3	0,1	0,0	0,0	0,1	0,1	0,0	0,8	0,0	0,0	0,3	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,5	0,3	0,1	0,0	0,1	0,3	0,0	0,3	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,1	0,0	0,0	0,1	0,0	0,1	0,1	0,0	0,2	0,1	0,0	0,0	0,0	0,13	0,1	0,4	0,2	0,0	0,0	0,0	0,0	0,2	0,5	0,1	0,0	0,3	0,2	0,0
Tpa_2194_1	0,0	1,3	0,0	0,0	0,0	1,0	0,0	0,1	0,1	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,1	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	1,0	0,0	0,0
Tpa_2207_1	3,0	9,0	0,0	0,1	0,0	4,0	0,0	1,2	0,1	4,3	0,0	1,0	0,0	0,1	1,0	1,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	2,0	1,0	0,0	0,0	5,0	0,0	0,0	2,0	0,0	1,0	0,1	2,0	0,0	0,2	0,0	0,0	0,0	0,0	1,0	0,0	0,1	0,2	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	3,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	1,4	0,0	0,0	0,0	0,0	0,0	2,0	6,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	1,0	0,0	0,0
Tpa_2254_1	0,0	2,0	0,0	0,0	1,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	1,0	0,0	4,1	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
Tpa_2278_1	0,2	0,3	0,1	0,3	0,0	0,3	0,0	0,1	0,1	0,3	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,1	0,1	0,1	0,0	0,3	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,1	0,2	0,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,2	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,11	0,0	0,1	0,1	0,0	0,1	0,1	0,9	0,0	0,1	1,2	0,0	0,0	0,0	0,0	0,0	1,0	0,1	0,1	0,0	1,0	0,0
Tpa_2334_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2344_1	1,35	1,208	0,9	0,25	0,22	0,124	0,8	0,12	0,16	0,6	0,0	0,17	0,1	0,15	0,9	0,0	0,19	0,78	0,4	0,0	0,2	0,19	0,2	11,7	0,45	0,46	0,23	0,2	0,36	0,9	0,13	11,5	0,82	0,10	0,1	0,100	0,0	0,16	0,1	0,0	0,0	0,4	0,13	0,7	0,2	0,16	0,1	0,9	0,4	0,4	3,3	0,18	0,6	0,6	0,0	0,15	0,25	2,3	0,14	0,49	0,0	0,10	0,51	0,28	0,1	0,0	0,46	0,21	0,3	0,1	0,2	0,0	0,15	0,143	0,5	0,14	0,6	0,0	0,16	0,12	0,141	0,21	0,34	0,20	0,1	0,0	0,0	0,0	0,38	0,22	0,6	0,1	0,6	0,42	0,0
Tpa_2353_1	1,0	30,0	0,0	0,4	1,0	13,0	0,0	2,0	5,0	5,0	0,0	5,0	0,0	0,0	3,0	0,1	6,0	18,0	2,0	1,0	0,0	6,2	1,0	3,0	8,0	4,0	0,5	0,0	3,0	1,1	0,0	0,0	20,0	3,0	0,0	18,0	0,0	0,2	0,0	0,0	0,0	3,0	4,1	1,0	3,0	3,0	0,0	2,0	1,0	4,0	3,0	15,0	0,0	0,1	1,0	1,0	2,3	1,0	1,0	7,0	0,0	0,0	3,0	2,0	0,0	0,0	3,0	5,0	1,0	1,0	1,0	0,0	4,0	5,0	0,0	6,0	1,0	0,0	2,0	6,0	41,0	3,0	7,0	4,1	0,0	0,0	0,0	0,0	4,0	5,0	0,0	0,0	5,1	9,0	0,0
Tpa_2368_1	0,31	0,125	0,3	0,57	0,31	0,72	0,0	0,8	0,7	0,9	0,0	0,2	0,3	0,5	0,9	0,0	0,13	0,41	0,0	0,0	0,1	0,14	0,4	0,2	0,17	0,63	0,9	0,1	0,30	0,4	0,21	0,18	0,33	0,9	0,1	0,61	0,1	0,52	0,1	0,0	0,0	0,0	0,3	0,4	0,3	0,22	0,1	0,2	0,2	0,4	0,1	0,15	0,1	0,1	0,1	0,0	0,7	0,4	0,5	0,49	0,0	0,0	0,48	0,14	0,0	0,0	0,15	0,14	0,0	0,0	0,0	0,0	0,5	0,103	0,0	0,2	0,1	0,0	0,3	0,7	0,67	0,11	0,17	0,46	0,3	0,0	0,0	0,1	0,41	0,6	0,3	0,4	0,5	0,15	0,2
Tpa_2412_1	0,2	0,10	0,0	0,0	0,1	0,5	0,0	0,1	0,1	0,2	0,0	0,0	0,0	0,0	0,2	0,0	0,1	0,3	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,4	0,0	0,0	0,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,1	0,0	0,0	0,0	0,1	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,1	0,2	0,1	0,0	0,0	0,0	0,0	0,0	0,14	0,1	0,4	0,3	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,2	0,3	0,0
Tpa_2417_1	0,1	0,11	0,2	0,2	0,0	0,4	0,0	0,1	0,1	0,0	0,0	0,3	0,0	0,0	0,2	0,0	0,1	0,2	0,1	0,2	0,1	0,5	0,0	0,1	0,1	1,0	0,0	0,0	0,1	0,0	0,1	0,1	0,1	0,0	0,0	0,2	0,0	0,1	0,0	0,0	0,0	0,0	0,3	0,1	0,2	1,0	0,0	0,0	0,1	0,0	0,0	0,5	0,0	0,1	0,0	0,1	0,0	0,1	0,0	0,1	0,0	0,0	0,2	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,2	0,1	0,1	0,0	0,0	0,2	0,0	0,14	0,1	0,3	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,2	0,0	0,1
Tpa_2453_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2458_1	12,0	24,0	0,0	8,0	1,0	17,0	0,0	10,0	3,0	4,0	0,0	3,0	0,0	0,0	0,0	0,0	3,0	3,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	4,0	1,0	1,0	4,0	0,0	2,0	3,0	2,0	0,0	0,0	15,0	0,0	14,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	6,0	1,0	0,0	0,0	0,0	0,0	3,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	2,1	0,0	1,0	13,0	2,1	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	14,0	0,0	0,0	0,0	0,0	0,0	0,1	27,0	0,0	0,1	5,0	0,0	0,0	1,0	0,0	5,0	0,0	0,0	0,0	2,0	4,0	0,0
Tpa_2460_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2470_1	0,0	27,0	2,0	1,0	1,0	4,0	0,0	2,0	1,0	2,0	0,0	1,0	0,0	0,0	2,0	0,0	3,0	14,0	0,0	5,0	1,0	3,0	1,0	1,0	1,0	2,0	3,0	0,0	1,0	0,0	1,0	1,0	6,0	0,0	0,0	12,0	0,0	1,0	1,0	0,0	0,0	2,0	2,0	2,1	1,0	0,0	0,0	0,0	0,0	1,0	1,0	2,2	0,0	1,0	0,0	2,0	3,0	1,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	4,0	1,0	2,0	0,0	0,0	2,0	0,0	0,0	4,0	1,0	0,0	1,0	3,0	51,0	0,0	4,0	2,0	2,0	0,0	0,0	0,0	3,0	0,1	0,0	2,0	2,0	8,0	0,0
Tpa_2483_1	0,0	2,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	1,0	2,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	18,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	1,0	0,0	1,0
Tpa_2498_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2509_1	20,16	85,103	7,0	33,30	64,0	57,0	2,0	8,0	22,0	18,0	1,0	27,0	7,0	11,8	25,0	1,0	17,17	79,0	0,9	8,0	2,0	27,0	7,0	17,0	19,0	71,0	5,17	6,0	5,8	4,1	11,0	15,15	63,0	7,5	1,0	53,47	0,3	42,34	1,0	0,0	1,0	6,0	27,0	7,0	7,0	9,0	1,0	11,0	5,4	5,2	2,0	65,0	3,0	2,1	0,0	14,0	13,0	10,0	8,0	43,2	0,0	5,0	21,15	18,0	0,0	0,0	29,0	28,0	1,0	0,0	4,0	0,0	9,0	24,27	2,1	6,9	6,0	0,0	1,0	8,0	120,106	11,8	53,0	70,0	4,0	0,0	0,0	0,0	33,0	12,12	2,0	7,7	22,0	27,16	1,0
Tpa_2518_1	0,0	0,1	0,0	1,0	0,0	0,0	0,0	0,0	0,1	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	1,0	0,1	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0
Tpa_2519_1	1,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
Tpa_2523_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2581_1	0,0	0,134	0,2	0,21	0,11	10,19	0,1	2,10	1,0	0,14	0,0	0,5	0,0	0,2	0,1	0,0	1,2	0,12	0,1	0,0	0,1	1,2	0,3	0,2	0,1	0,5	0,7	0,0	1,1	0,1	0,1	0,3	0,15	0,3	0,0	0,85	0,0	0,42	0,1	0,0	0,0	0,0	0,2	0,0	0,2	0,5	0,0	0,1	0,1	0,1	0,0	0,10	1,0	0,1	0,0	0,5	0,6	0,0	0,0	0,12	0,0	0,0	1,13	0,3	0,0	0,0	0,2	0,8	0,0	0,0	0,0	0,0	1,0	0,7	0,0	0,4	0,0	0,0	0,1	0,3	0,52	0,9	1,5	0,8	0,0	0,0	0,1	0,0	0,4	0,3	0,1	0,0	0,2	0,3	0,0
Tpa_2601_1	0,103	1,405	20,0	46,60	24,0	0,147	6,7	31,1	8,15	40,44	1,0	25,31	11,0	28,0	18,37	0,3	15,20	64,0	4,7	2,0	2,7	20,45	2,3	16,34	26,42	17,22	20,19	4,1	15,19	0,15	9,12	29,0	1,167	8,12	5,2	0,164	3,3	52,57	7,9	1,0	8,0	9,10	21,0	4,8	0,35	12,0	1,5	17,0	8,0	4,0	0,21	37,85	9,9	22,1	4,1	25,0	12,41	4,6	16,31	20,29	5,0	6,11	28,25	44,0	0,0	1,1	11,36	0,53	5,0	0,1	10,0	3,0	1,86	66,82	3,0	16,16	11,0	0,0	15,0	6,20	52,96	0,31	53,2	262,0	2,10	0,0	0,1	1,0	71,1	38,1	0,51	15,0	16,0	25,30	0,3
Tpa_2608_1	6,0	78,0	10,0	28,0	14,0	13,9	2,0	2,0	0,9	13,0	0,0	14,0	0,2	3,0	2,7	0,0	16,0	34,0	1,0	6,0	1,0	28,0	2,1	4,0	17,0	0,15	8,5	0,2	10,0	1,1	4,4	4,0	36,0	0,2	0,0	28,0	1,0	23,0	1,0	0,0	1,0	3,0	6,4	0,8	12,0	3,6	2,0	0,2	2,0	2,0	1,0	17,14	3,0	3,0	1,0	3,1	4,5	1,0	9,0	0,2	1,0	4,2	8,7	9,2	0,0	0,0	14,7	10,6	1,0	0,0	3,0	0,0	7,0	24,0	1,0	2,5	4,0	0,0	8,0	11,0	103,0	12,0	28,0	22,0	2,0	0,0	0,0	0,0	11,0	6,0	4,0	2,1	19,0	8,1	0,3
Tpa_2636_1	0,0	0,0	0,0	0,0	1,0	0,0	0,0	4,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2639_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2664_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	8,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2702_1	8,0	31,0	3,0	24,0	3,0	37,0	0,0	4,0	5,0	6,0	0,0	3,0	0,0	0,0	3,0	0,0	2,0	13,0	0,0	0,0	2,0	9,0	0,0	2,0	9,0	14,0	8,0	0,0	13,0	2,0	5,0	9,0	9,0	0,0	0,0	9,0	0,0	20,0	0,0	0,0	2,0	0,0	2,0	9,0	2,0	7,0	1,0	1,0	0,0	2,0	1,0	11,0	0,0	1,0	2,0	1,0	1,0	0,0	7,0	6,1	0,0	0,0	23,0	17,0	0,0	0,0	9,0	6,0	0,0	0,0	0,0	0,0	6,0	66,0	0,1	6,0	0,0	0,0	0,0	4,0	27,0	2,0	4,5	0,19	0,0	0,0	0,0	0,0	12,0	4,0	1,1	1,0	6,0	13,0	0,0
