Locus	Primer Reads	Primer Probe Reads	Primer Probe Proportion
Tpa_1320	11133	962	0.09
Tpa_1341	21101	2	0.00
Tpa_1357	761	8	0.01
Tpa_1359	8997	1626	0.18
Tpa_1394	969	224	0.23
Tpa_1443	979	34	0.03
Tpa_1486	8764	4	0.00
Tpa_1515	4836	30	0.01
Tpa_1528	10806	22	0.00
Tpa_1542	15528	2	0.00
Tpa_1548	20677	244	0.01
Tpa_1550	188	19	0.10
Tpa_1585	842	142	0.17
Tpa_1593	317	60	0.19
Tpa_1606	7233	1948	0.27
Tpa_1638	10686	28	0.00
Tpa_1646	23872	361	0.02
Tpa_1662	1960	4	0.00
Tpa_1678	987	10	0.01
Tpa_1689	2713	0	0.00
Tpa_1703	21	0	0.00
Tpa_1731	8939	582	0.07
Tpa_1774	29	0	0.00
Tpa_1775	52317	1953	0.04
Tpa_1818	2786	14	0.01
Tpa_1831	104	101	0.97
Tpa_1832	151	149	0.99
Tpa_1843	18482	97	0.01
Tpa_1891	224	167	0.75
Tpa_1896	31067	80	0.00
Tpa_1917	462	3	0.01
Tpa_1930	104	73	0.70
Tpa_1966	3	0	0.00
Tpa_2006	9	5	0.56
Tpa_2010	6002	26	0.00
Tpa_2021	9976	0	0.00
Tpa_2034	9	5	0.56
Tpa_2040	53	30	0.57
Tpa_2041	5272	6	0.00
Tpa_2073	28248	30	0.00
Tpa_2076	2170	114	0.05
Tpa_2096	616	47	0.08
Tpa_2128	3	2	0.67
Tpa_2157	3015	374	0.12
Tpa_2180	17866	16	0.00
Tpa_2194	56	12	0.21
Tpa_2207	253	217	0.86
Tpa_2254	14698	11	0.00
Tpa_2278	90	55	0.61
Tpa_2334	34132	0	0.00
Tpa_2344	3617	516	0.14
Tpa_2353	1803	237	0.13
Tpa_2368	10943	4	0.00
Tpa_2412	29130	1231	0.04
Tpa_2417	789	62	0.08
Tpa_2453	1113	0	0.00
Tpa_2458	741	1	0.00
Tpa_2460	36185	28	0.00
Tpa_2470	7899	87	0.01
Tpa_2483	9219	195	0.02
Tpa_2498	8054	4	0.00
Tpa_2509	15	8	0.53
Tpa_2518	3984	134	0.03
Tpa_2519	454	5	0.01
Tpa_2523	13396	4	0.00
Tpa_2581	2051	153	0.07
Tpa_2601	1516	1423	0.94
Tpa_2608	19095	358	0.02
Tpa_2636	646	260	0.40
Tpa_2639	18605	4	0.00
Tpa_2664	19529	19	0.00
Tpa_2702	16	2	0.12
Tpa_2712	85	3	0.04
Tpa_2734	1499	32	0.02
Tpa_2741	8	0	0.00
Tpa_2745	3870	50	0.01
Tpa_2763	52	34	0.65
Tpa_2845	176	12	0.07
Tpa_2854	46383	53	0.00
Tpa_2856	19511	190	0.01
Tpa_2861	20530	160	0.01
Tpa_2868	11366	65	0.01
Tpa_2900	76	7	0.09
Tpa_2907	15380	51	0.00
Tpa_2961	108	54	0.50
Tpa_2970	3982	5	0.00
Tpa_3004	4625	11	0.00
Tpa_3011	24395	35	0.00
Tpa_3018	0	0	NA
Tpa_3047	5541	172	0.03
Tpa_3055	219	4	0.02
Tpa_3063	9679	9	0.00
Tpa_3129	271	0	0.00
Tpa_3149	32	29	0.91
Tpa_3193	235	0	0.00
Tpa_3197	2980	22	0.01
Tpa_3200	458	10	0.02
Tpa_3248	179	175	0.98
Tpa_3254	5363	8	0.00
Tpa_3262	8895	345	0.04
Tpa_3263	41651	78	0.00
Tpa_3310	14472	34	0.00
Tpa_3347	5228	31	0.01
Tpa_3354	307	289	0.94
Tpa_3364	6220	61	0.01
Tpa_3385	5	0	0.00
Tpa_3439	437	3	0.01
Tpa_3502	353	0	0.00
Tpa_3561	795	5	0.01
Tpa_3569	2	2	1.00
Tpa_3583	2655	24	0.01
Tpa_3616	2661	701	0.26
Tpa_3674	22889	36	0.00
Tpa_3676	3469	3	0.00
Tpa_3679	17	0	0.00
Tpa_3684	12976	1	0.00
Tpa_3705	12195	489	0.04
Tpa_3723	56	23	0.41
Tpa_3737	4940	29	0.01
Tpa_3745	259	96	0.37
Tpa_3795	13442	1286	0.10
Tpa_3846	681	15	0.02
Tpa_3862	0	0	NA
Tpa_3871	2779	172	0.06
Tpa_3879	719	567	0.79
Tpa_3905	34496	90	0.00
Tpa_3926	50539	8	0.00
Tpa_3937	28	3	0.11
Tpa_3962	449	24	0.05
Tpa_3974	438	3	0.01
Tpa_4020	9	4	0.44
Tpa_4021	381	101	0.27
Tpa_4022	5319	942	0.18
Tpa_4055	303	19	0.06
Tpa_4077	35303	49	0.00
Tpa_4120	13381	291	0.02
Tpa_4126	4060	379	0.09
Tpa_4137	1298	202	0.16
Tpa_4148	25218	4	0.00
Tpa_4168	3676	23	0.01
Tpa_4176	219	1	0.00
Tpa_4178	3459	224	0.06
Tpa_4209	3246	78	0.02
Tpa_4221	331	1	0.00
Tpa_4230	22214	58	0.00
Tpa_4245	18497	0	0.00
Tpa_4246	4593	76	0.02
Tpa_4247	7956	207	0.03
Tpa_4268	719	628	0.87
Tpa_4291	265	119	0.45
Tpa_4295	766	4	0.01
Tpa_4310	24875	36	0.00
Tpa_4316	185	65	0.35
Tpa_4353	10607	763	0.07
Tpa_4356	1764	1163	0.66
Tpa_4380	483	2	0.00
Tpa_4384	137	23	0.17
Tpa_4394	856	6	0.01
Tpa_4416	3068	81	0.03
Tpa_4425	15177	161	0.01
Tpa_4443	187	77	0.41
Tpa_4454	25058	34	0.00
Tpa_4467	25608	1	0.00
Tpa_4495	11	1	0.09
Tpa_4506	53	3	0.06
Tpa_4511	3164	0	0.00
Tpa_4549	71378	1	0.00
Tpa_4556	55	26	0.47
Tpa_4569	25524	181	0.01
Tpa_4582	2064	0	0.00
Tpa_4590	2608	62	0.02
Tpa_4591	172	0	0.00
Tpa_4592	8634	27	0.00
Tpa_4593	32508	48	0.00
Tpa_4595	3	1	0.33
Tpa_4599	766	667	0.87
Tpa_4633	3777	0	0.00
Tpa_4637	14323	28	0.00
Tpa_4668	2554	277	0.11
Tpa_4678	2958	880	0.30
Tpa_4697	10	3	0.30
Tpa_4713	4191	3	0.00
Tpa_4731	6251	0	0.00
Tpa_4747	9160	388	0.04
Tpa_4749	186	18	0.10
Tpa_4804	11020	46	0.00
Tpa_4849	838	4	0.00
Tpa_4885	31935	7	0.00
Tpa_4886	5468	8	0.00
Tpa_4900	851	2	0.00
Tpa_4920	27768	0	0.00
Tpa_4928	15670	13	0.00
Tpa_4936	328	1	0.00
Tpa_4985	11650	284	0.02
Tpa_5002	201	9	0.04
Tpa_5015	14	0	0.00
Tpa_5022	2503	2404	0.96
Tpa_5057	295	64	0.22
Tpa_5075	122	8	0.07
Tpa_5104	4412	3621	0.82
Tpa_5106	1612	5	0.00
Tpa_5118	24391	22	0.00
Tpa_5138	7499	13	0.00
Tpa_5144	307	14	0.05
Tpa_5167	19	0	0.00
Tpa_5196	1679	7	0.00
Tpa_5205	22	1	0.05
Tpa_5206	19558	0	0.00
Tpa_5218	3776	0	0.00
Tpa_5222	123	1	0.01
Tpa_5228	385	137	0.36
Tpa_5241	310	25	0.08
Tpa_5242	1025	88	0.09
Tpa_5244	3557	871	0.24
Tpa_5249	141	4	0.03
Tpa_5270	3	0	0.00
Tpa_5278	55	49	0.89
Tpa_5279	2655	15	0.01
Tpa_5292	1323	815	0.62
Tpa_5298	5180	123	0.02
Tpa_5327	1094	346	0.32
Tpa_5360	9472	6	0.00
Tpa_5361	1512	51	0.03
Tpa_5373	6523	7	0.00
Tpa_5379	8821	553	0.06
Tpa_5382	7416	387	0.05
Tpa_5418	3580	723	0.20
Tpa_5441	19430	436	0.02
Tpa_5445	664	444	0.67
Tpa_5446	115	81	0.70
Tpa_5454	138	39	0.28
Tpa_5471	10667	5442	0.51
Tpa_5485	9405	165	0.02
Tpa_5501	3950	42	0.01
Tpa_5525	31404	440	0.01
Tpa_5538	1118	12	0.01
Tpa_5540	302	6	0.02
Tpa_5542	26	1	0.04
Tpa_5563	138	6	0.04
Tpa_5565	11590	1737	0.15
Tpa_5570	30506	21	0.00
Tpa_5574	32850	24	0.00
Tpa_5588	4578	3638	0.79
Tpa_5594	3037	25	0.01
Tpa_5601	13389	139	0.01
Tpa_5609	8476	17	0.00
Tpa_5623	3292	541	0.16
Tpa_5636	9707	5	0.00
Tpa_5651	155	22	0.14
Tpa_5679	501	45	0.09
Tpa_5741	8106	61	0.01
Tpa_5761	1927	25	0.01
Tpa_5774	15383	51	0.00
Tpa_5795	42126	0	0.00
Tpa_5796	551	114	0.21
Tpa_5823	7711	90	0.01
Tpa_5827	1824	65	0.04
Tpa_5829	14	2	0.14
Tpa_5838	851	341	0.40
Tpa_5854	2	0	0.00
Tpa_5856	61	21	0.34
Tpa_5863	458	65	0.14
Tpa_5868	70	1	0.01
Tpa_5878	321	137	0.43
Tpa_5913	1281	197	0.15
Tpa_5917	1465	147	0.10
Tpa_5942	37	0	0.00
Tpa_5951	86	26	0.30
Tpa_5961	34	1	0.03
Tpa_5978	18165	288	0.02
Tpa_5980	5108	84	0.02
Tpa_6016	16231	173	0.01
Tpa_6076	1743	7	0.00
Tpa_6083	285	227	0.80
Tpa_6137	205	15	0.07
Tpa_6139	14821	138	0.01
Tpa_6150	88	81	0.92
Tpa_6158	10778	370	0.03
Tpa_6169	3707	337	0.09
Tpa_6172	13485	163	0.01
Tpa_6204	22519	8	0.00
Tpa_6220	222	199	0.90
Tpa_6222	40	9	0.23
Tpa_6224	2723	64	0.02
Tpa_6265	100	97	0.97
Tpa_6270	215	31	0.14
Tpa_6321	10	0	0.00
Tpa_6352	2638	11	0.00
Tpa_6355	3932	3	0.00
Tpa_6384	3220	3	0.00
Tpa_6385	15411	12	0.00
Tpa_6388	22	8	0.36
Tpa_6391	926	45	0.05
Tpa_6411	0	0	NA
Tpa_6422	13539	596	0.04
Tpa_6442	22787	79	0.00
Tpa_6449	16	0	0.00
Tpa_6451	17122	101	0.01
Tpa_6453	4100	19	0.00
Tpa_6487	342	146	0.43
Tpa_6493	8424	65	0.01
Tpa_6511	52775	10007	0.19
Tpa_6543	49911	66	0.00
Tpa_6562	7130	1	0.00
Tpa_6565	6213	4009	0.65
Tpa_6586	317	8	0.03
Tpa_6591	10	5	0.50
Tpa_6604	42	0	0.00
Tpa_6611	82367	13	0.00
Tpa_6630	12559	176	0.01
Tpa_6654	373	230	0.62
Tpa_6683	676	0	0.00
Tpa_6687	1730	12	0.01
Tpa_6713	5493	0	0.00
Tpa_6733	62	51	0.82
Tpa_6768	631	249	0.39
Tpa_6773	908	33	0.04
Tpa_6774	210	24	0.11
Tpa_6786	150	2	0.01
Tpa_6814	2560	585	0.23
Tpa_6816	129	82	0.64
Tpa_6853	12344	309	0.03
Tpa_6887	15159	105	0.01
Tpa_6922	11542	42	0.00
Tpa_6937	3256	606	0.19
Tpa_6963	121	70	0.58
Tpa_6973	1313	131	0.10
Tpa_7007	323	18	0.06
Tpa_7010	687	51	0.07
Tpa_7018	7	2	0.29
Tpa_7052	431	411	0.95
Tpa_7058	4031	114	0.03
Tpa_7062	166	92	0.55
Tpa_7080	65	47	0.72
Tpa_7082	1	1	1.00
Tpa_7090	522	269	0.52
Tpa_7153	18	12	0.67
Tpa_7157	650	8	0.01
Tpa_7201	11794	451	0.04
Tpa_7204	1025	38	0.04
Tpa_7210	3751	14	0.00
Tpa_7213	2545	937	0.37
Tpa_7221	14853	33	0.00
Tpa_7240	9543	356	0.04
Tpa_7289	10809	4	0.00
Tpa_7291	26375	3	0.00
Tpa_7293	3	0	0.00
Tpa_7331	18439	0	0.00
Tpa_7348	34529	343	0.01
Tpa_7352	0	0	NA
Tpa_7367	968	588	0.61
Tpa_7375	2166	206	0.10
Tpa_7406	0	0	NA
Tpa_7413	151	136	0.90
Tpa_7417	18	8	0.44
Tpa_7425	16836	268	0.02
Tpa_7447	3764	10	0.00
Tpa_7450	1553	0	0.00
Tpa_7452	7659	1383	0.18
Tpa_7454	1686	0	0.00
Tpa_7461	3639	6	0.00
Tpa_7477	206	129	0.63
Tpa_7479	2270	312	0.14
Tpa_7483	1418	107	0.08
Tpa_7495	1878	1043	0.56
Tpa_7533	1357	1180	0.87
Tpa_7540	2081	2	0.00
Tpa_7553	453	322	0.71
Tpa_7560	2213	154	0.07
Tpa_7566	405	355	0.88
Tpa_7567	6932	3453	0.50
Tpa_7571	1257	554	0.44
Tpa_7586	1698	642	0.38
Tpa_7594	35473	10110	0.29
Tpa_7597	6986	6716	0.96
Tpa_7601	42152	0	0.00
Tpa_7604	24599	4553	0.19
Tpa_7605	30802	10	0.00
Tpa_7615	38	13	0.34
Tpa_7652	29904	8289	0.28
Tpa_7653	10394	6760	0.65
Tpa_7657	1530	45	0.03
Tpa_7665	3	0	0.00
Tpa_7686	4475	3467	0.77
Tpa_7690	1156	944	0.82
Tpa_7691	2289	100	0.04
Tpa_7703	30671	988	0.03
Tpa_7757	8402	0	0.00
Tpa_7764	9845	132	0.01
Tpa_7765	16995	47	0.00
Tpa_7769	4	1	0.25
Tpa_7772	24	0	0.00
Tpa_7798	296	61	0.21
Tpa_7799	1902	27	0.01
Tpa_7805	133	24	0.18
Tpa_7807	6222	11	0.00
Tpa_7814	4195	51	0.01
Tpa_7825	690	636	0.92
Tpa_7848	6595	198	0.03
Tpa_7910	8062	72	0.01
