Locus	Primer Reads	Primer Probe Reads	Primer Probe Proportion
Tpa_1268	2055	1984	0.97
Tpa_1290	0	0	NA
Tpa_1304	9108	2857	0.31
Tpa_1305	612	5	0.01
Tpa_1310	5940	1058	0.18
Tpa_1312	4097	3976	0.97
Tpa_1320	6134	204	0.03
Tpa_1341	1158	294	0.25
Tpa_1357	4175	4005	0.96
Tpa_1359	726	702	0.97
Tpa_1394	228	220	0.96
Tpa_1404	210749	93	0.00
Tpa_1443	104	68	0.65
Tpa_1486	20385	1814	0.09
Tpa_1515	971	919	0.95
Tpa_1528	550	537	0.98
Tpa_1542	12847	4449	0.35
Tpa_1548	928	303	0.33
Tpa_1550	3697	2814	0.76
Tpa_1585	46140	44205	0.96
Tpa_1593	2185	954	0.44
Tpa_1606	20925	603	0.03
Tpa_1638	606	389	0.64
Tpa_1646	7714	1322	0.17
Tpa_1662	13147	4327	0.33
Tpa_1678	9162	8786	0.96
Tpa_1689	1736	1545	0.89
Tpa_1703	107	2	0.02
Tpa_1731	6885	5291	0.77
Tpa_1774	5575	4799	0.86
Tpa_1775	7815	437	0.06
Tpa_1804	297667	8531	0.03
Tpa_1818	23238	405	0.02
Tpa_1831	3775	3678	0.97
Tpa_1832	893	876	0.98
Tpa_1843	2170	1236	0.57
Tpa_1847	164039	4	0.00
Tpa_1891	2280	2195	0.96
Tpa_1896	925	838	0.91
Tpa_1917	424	283	0.67
Tpa_1930	1396	1308	0.94
Tpa_1966	5755	2183	0.38
Tpa_2006	10437	10096	0.97
Tpa_2010	3127	2905	0.93
Tpa_2021	10732	7139	0.67
Tpa_2034	2137	1972	0.92
Tpa_2040	11880	9956	0.84
Tpa_2041	69337	4871	0.07
Tpa_2073	129	114	0.88
Tpa_2076	10479	1041	0.10
Tpa_2096	1552	1505	0.97
Tpa_2128	5845	5330	0.91
Tpa_2157	2919	2692	0.92
Tpa_2180	3011	1331	0.44
Tpa_2194	1288	1251	0.97
Tpa_2207	1964	1906	0.97
Tpa_2254	2907	1745	0.60
Tpa_2278	2621	2540	0.97
Tpa_2334	2452	9	0.00
Tpa_2344	5313	3958	0.74
Tpa_2353	1701	1651	0.97
Tpa_2368	8968	6733	0.75
Tpa_2412	1832	637	0.35
Tpa_2417	1538	1043	0.68
Tpa_2453	376	0	0.00
Tpa_2458	8434	5754	0.68
Tpa_2460	6001	171	0.03
Tpa_2470	2053	1547	0.75
Tpa_2483	1096	916	0.84
Tpa_2498	752	403	0.54
Tpa_2509	6787	6559	0.97
Tpa_2518	513	452	0.88
Tpa_2519	677	517	0.76
Tpa_2523	144	98	0.68
Tpa_2581	8695	8043	0.93
Tpa_2601	13735	13394	0.98
Tpa_2608	3992	3159	0.79
Tpa_2636	42984	313	0.01
Tpa_2639	2666	290	0.11
Tpa_2664	343	289	0.84
Tpa_2702	5716	5169	0.90
Tpa_2712	9192	8512	0.93
Tpa_2734	8238	7546	0.92
Tpa_2741	159	31	0.19
Tpa_2745	14126	12648	0.90
Tpa_2763	5058	4945	0.98
Tpa_2845	72	70	0.97
Tpa_2854	1321	182	0.14
Tpa_2856	1022	910	0.89
Tpa_2861	551	364	0.66
Tpa_2868	383	214	0.56
Tpa_2900	6049	5562	0.92
Tpa_2907	3520	380	0.11
Tpa_2961	766	618	0.81
Tpa_2970	640	364	0.57
Tpa_3004	6073	5224	0.86
Tpa_3011	542	303	0.56
Tpa_3018	2221	1659	0.75
Tpa_3047	1536	439	0.29
Tpa_3055	15314	488	0.03
Tpa_3063	631	122	0.19
Tpa_3129	4076	3970	0.97
Tpa_3149	16544	16129	0.97
Tpa_3193	3	3	1.00
Tpa_3197	11255	9892	0.88
Tpa_3200	4036	3833	0.95
Tpa_3235	1072	905	0.84
Tpa_3248	1648	1419	0.86
Tpa_3254	1885	1407	0.75
Tpa_3262	5223	4474	0.86
Tpa_3263	9854	216	0.02
Tpa_3310	7905	2828	0.36
Tpa_3347	253	188	0.74
Tpa_3354	593	581	0.98
Tpa_3364	3258	2830	0.87
Tpa_3385	464	346	0.75
Tpa_3414	63287	18	0.00
Tpa_3439	5913	5183	0.88
Tpa_3502	26	8	0.31
Tpa_3561	167	136	0.81
Tpa_3569	1315	1277	0.97
Tpa_3578	3450	2989	0.87
Tpa_3583	1038	914	0.88
Tpa_3616	1248	1043	0.84
Tpa_3674	8341	6657	0.80
Tpa_3676	2426	2023	0.83
Tpa_3679	1857	525	0.28
Tpa_3684	2126	25	0.01
Tpa_3705	2330	1382	0.59
Tpa_3723	107	102	0.95
Tpa_3737	3151	196	0.06
Tpa_3745	11374	10855	0.95
Tpa_3795	1208	716	0.59
Tpa_3846	9868	5074	0.51
Tpa_3862	439	154	0.35
Tpa_3871	2500	2288	0.92
Tpa_3879	4478	4190	0.94
Tpa_3905	319	251	0.79
Tpa_3926	14686	683	0.05
Tpa_3937	7153	6920	0.97
Tpa_3962	15820	15246	0.96
Tpa_3974	2704	1950	0.72
Tpa_4020	1379	1240	0.90
Tpa_4021	2313	1996	0.86
Tpa_4022	3641	3514	0.97
Tpa_4055	9252	440	0.05
Tpa_4077	15604	696	0.04
Tpa_4120	5681	4274	0.75
Tpa_4126	1811	1674	0.92
Tpa_4137	6999	6386	0.91
Tpa_4148	845	358	0.42
Tpa_4168	1124	521	0.46
Tpa_4176	3313	985	0.30
Tpa_4178	1641	434	0.26
Tpa_4209	1861	1197	0.64
Tpa_4221	1200	59	0.05
Tpa_4230	25683	1988	0.08
Tpa_4245	1051	20	0.02
Tpa_4246	6257	5212	0.83
Tpa_4247	843	761	0.90
Tpa_4268	255856	249171	0.97
Tpa_4291	4291	3839	0.89
Tpa_4295	1518	1466	0.97
Tpa_4310	2326	2167	0.93
Tpa_4316	4585	3968	0.87
Tpa_4353	8284	2556	0.31
Tpa_4356	8253	7776	0.94
Tpa_4380	9308	8620	0.93
Tpa_4384	36232	35321	0.97
Tpa_4394	21040	19581	0.93
Tpa_4416	5608	4996	0.89
Tpa_4425	353	210	0.59
Tpa_4443	4825	4606	0.95
Tpa_4454	2811	2582	0.92
Tpa_4467	2050	853	0.42
Tpa_4495	8386	8225	0.98
Tpa_4506	1471	262	0.18
Tpa_4511	7603	4889	0.64
Tpa_4549	2908	169	0.06
Tpa_4556	1428	1353	0.95
Tpa_4569	3151	2399	0.76
Tpa_4582	3940	3654	0.93
Tpa_4590	65752	53458	0.81
Tpa_4591	14740	5679	0.39
Tpa_4592	8825	1145	0.13
Tpa_4593	2640	2304	0.87
Tpa_4595	2160	1578	0.73
Tpa_4599	198904	192294	0.97
Tpa_4633	4380	3383	0.77
Tpa_4637	586	278	0.47
Tpa_4668	463	408	0.88
Tpa_4678	13047	7223	0.55
Tpa_4697	7703	7503	0.97
Tpa_4713	18344	17817	0.97
Tpa_4731	14705	648	0.04
Tpa_4747	799	475	0.59
Tpa_4749	1008	742	0.74
Tpa_4804	4881	1103	0.23
Tpa_4849	3973	1811	0.46
Tpa_4862	6726	6013	0.89
Tpa_4885	390	132	0.34
Tpa_4886	17313	455	0.03
Tpa_4900	4431	4225	0.95
Tpa_4920	14754	27	0.00
Tpa_4928	17849	16538	0.93
Tpa_4936	12623	11430	0.91
Tpa_4985	937	555	0.59
Tpa_5002	8381	8099	0.97
Tpa_5015	912	128	0.14
Tpa_5022	2314	2249	0.97
Tpa_5057	6740	6108	0.91
Tpa_5069	640473	2159	0.00
Tpa_5075	3917	3792	0.97
Tpa_5104	330	303	0.92
Tpa_5106	7775	7384	0.95
Tpa_5118	1200	134	0.11
Tpa_5138	15918	15106	0.95
Tpa_5144	3243	1770	0.55
Tpa_5167	4043	2094	0.52
Tpa_5196	894	540	0.60
Tpa_5205	6426	3869	0.60
Tpa_5206	9232	1627	0.18
Tpa_5218	7189	6368	0.89
Tpa_5222	6787	6399	0.94
Tpa_5228	919	840	0.91
Tpa_5241	4086	3966	0.97
Tpa_5242	5306	5125	0.97
Tpa_5244	7699	7384	0.96
Tpa_5249	11392	10982	0.96
Tpa_5270	238	232	0.97
Tpa_5278	8782	8556	0.97
Tpa_5279	1951	1735	0.89
Tpa_5292	7796	5366	0.69
Tpa_5298	16188	4162	0.26
Tpa_5327	8326	6365	0.76
Tpa_5360	5806	4461	0.77
Tpa_5361	4509	3983	0.88
Tpa_5373	1748	1643	0.94
Tpa_5379	351079	237529	0.68
Tpa_5382	30586	28572	0.93
Tpa_5418	5267	4757	0.90
Tpa_5441	8169	4175	0.51
Tpa_5445	2763	2680	0.97
Tpa_5446	2019	1355	0.67
Tpa_5454	27364	24854	0.91
Tpa_5471	9117	3762	0.41
Tpa_5485	602	426	0.71
Tpa_5501	8908	7943	0.89
Tpa_5525	6751	3858	0.57
Tpa_5538	262	259	0.99
Tpa_5540	11414	10374	0.91
Tpa_5542	7612	7244	0.95
Tpa_5563	1586	1494	0.94
Tpa_5565	48815	47129	0.97
Tpa_5570	191	143	0.75
Tpa_5574	496	293	0.59
Tpa_5588	1021	972	0.95
Tpa_5594	4445	4252	0.96
Tpa_5601	27505	9568	0.35
Tpa_5609	402	372	0.93
Tpa_5623	2768	2538	0.92
Tpa_5636	4903	2583	0.53
Tpa_5651	5240	4860	0.93
Tpa_5679	1691	1261	0.75
Tpa_5741	4930	561	0.11
Tpa_5747	254903	81862	0.32
Tpa_5761	10446	10219	0.98
Tpa_5774	19335	10753	0.56
Tpa_5786	4573	4434	0.97
Tpa_5795	36063	26	0.00
Tpa_5796	4028	3233	0.80
Tpa_5823	64163	45775	0.71
Tpa_5827	7637	6585	0.86
Tpa_5829	9785	9461	0.97
Tpa_5838	5331	5195	0.97
Tpa_5854	319	3	0.01
Tpa_5856	2059	1868	0.91
Tpa_5863	4515	4353	0.96
Tpa_5868	4937	3806	0.77
Tpa_5878	94749	2902	0.03
Tpa_5913	36399	34450	0.95
Tpa_5916	12434	10581	0.85
Tpa_5917	4966	3784	0.76
Tpa_5942	4056	3883	0.96
Tpa_5951	0	0	NA
Tpa_5961	1825	216	0.12
Tpa_5978	3659	856	0.23
Tpa_5980	1007	967	0.96
Tpa_6003	816927	26280	0.03
Tpa_6016	749	490	0.65
Tpa_6076	8100	1983	0.24
Tpa_6083	5246	4868	0.93
Tpa_6137	1075	817	0.76
Tpa_6139	11572	7575	0.65
Tpa_6150	348	315	0.91
Tpa_6158	3481	3032	0.87
Tpa_6169	92709	3822	0.04
Tpa_6172	4155	2749	0.66
Tpa_6204	156	52	0.33
Tpa_6220	0	0	NA
Tpa_6222	2044	1921	0.94
Tpa_6224	11395	10953	0.96
Tpa_6265	396	167	0.42
Tpa_6270	2140	1100	0.51
Tpa_6285	252	134	0.53
Tpa_6321	0	0	NA
Tpa_6352	75	37	0.49
Tpa_6355	53377	6510	0.12
Tpa_6384	1890	160	0.08
Tpa_6385	8965	1100	0.12
Tpa_6388	313	298	0.95
Tpa_6391	4594	3190	0.69
Tpa_6411	441	52	0.12
Tpa_6422	3056	1404	0.46
Tpa_6442	32774	28102	0.86
Tpa_6445	36	26	0.72
Tpa_6449	3027	157	0.05
Tpa_6451	1094	360	0.33
Tpa_6453	2403	2275	0.95
Tpa_6487	10875	4365	0.40
Tpa_6493	2684	2078	0.77
Tpa_6511	3753	2845	0.76
Tpa_6528	1375	628	0.46
Tpa_6543	2072	151	0.07
Tpa_6562	19168	2804	0.15
Tpa_6565	4695	4289	0.91
Tpa_6586	2056	1485	0.72
Tpa_6591	5325	5136	0.96
Tpa_6604	51	17	0.33
Tpa_6611	25	0	0.00
Tpa_6630	12609	4578	0.36
Tpa_6654	295	274	0.93
Tpa_6683	58	29	0.50
Tpa_6687	803	707	0.88
Tpa_6689	411830	5810	0.01
Tpa_6713	8271	6078	0.73
Tpa_6733	5152	5017	0.97
Tpa_6768	20516	19812	0.97
Tpa_6773	21091	18185	0.86
Tpa_6774	6675	4593	0.69
Tpa_6786	13776	13156	0.95
Tpa_6814	4688	4294	0.92
Tpa_6816	6478	6214	0.96
Tpa_6853	98681	1193	0.01
Tpa_6887	3281	2420	0.74
Tpa_6922	103938	10950	0.11
Tpa_6937	19316	16139	0.84
Tpa_6963	21243	20665	0.97
Tpa_6973	9050	8748	0.97
Tpa_7007	854	78	0.09
Tpa_7010	23504	21619	0.92
Tpa_7018	5048	3223	0.64
Tpa_7052	39882	39113	0.98
Tpa_7058	4613	3787	0.82
Tpa_7062	4381	3690	0.84
Tpa_7080	23354	21485	0.92
Tpa_7082	1565	1530	0.98
Tpa_7090	3626	3495	0.96
Tpa_7106	135341	1497	0.01
Tpa_7153	303	266	0.88
Tpa_7157	13598	12985	0.95
Tpa_7201	29940	23889	0.80
Tpa_7204	10824	8712	0.80
Tpa_7210	43029	12358	0.29
Tpa_7213	154319	134187	0.87
Tpa_7221	8217	3241	0.39
Tpa_7240	6322	5086	0.80
Tpa_7289	7316	6883	0.94
Tpa_7291	25711	527	0.02
Tpa_7293	2760	363	0.13
Tpa_7331	44	17	0.39
Tpa_7348	44248	1849	0.04
Tpa_7352	205	15	0.07
Tpa_7367	6332	5928	0.94
Tpa_7375	37509	11872	0.32
Tpa_7391	252142	128307	0.51
Tpa_7406	192	3	0.02
Tpa_7413	378	367	0.97
Tpa_7417	10719	10468	0.98
Tpa_7425	5396	4878	0.90
Tpa_7447	203	144	0.71
Tpa_7450	112	17	0.15
Tpa_7452	4204	1868	0.44
Tpa_7454	13614	11852	0.87
Tpa_7461	14656	2603	0.18
Tpa_7477	5972	5009	0.84
Tpa_7479	18906	17525	0.93
Tpa_7483	39310	35985	0.92
Tpa_7495	1485	1441	0.97
Tpa_7496	646603	130	0.00
Tpa_7533	9154	8758	0.96
Tpa_7540	15932	15387	0.97
Tpa_7553	14803	13090	0.88
Tpa_7560	5090	4447	0.87
Tpa_7566	111276	109162	0.98
Tpa_7567	2366	1434	0.61
Tpa_7571	11770	7581	0.64
Tpa_7586	93845	88511	0.94
Tpa_7594	2363	2239	0.95
Tpa_7597	37859	37068	0.98
Tpa_7601	846	0	0.00
Tpa_7604	6166	2353	0.38
Tpa_7605	19656	12015	0.61
Tpa_7615	12249	11975	0.98
Tpa_7652	550	521	0.95
Tpa_7653	1365	1111	0.81
Tpa_7657	8309	8024	0.97
Tpa_7665	39	22	0.56
Tpa_7686	115595	111174	0.96
Tpa_7690	121477	118137	0.97
Tpa_7691	927	640	0.69
Tpa_7703	30033	1906	0.06
Tpa_7755	157205	4356	0.03
Tpa_7757	276	32	0.12
Tpa_7764	27366	22024	0.80
Tpa_7765	7231	898	0.12
Tpa_7769	18782	17719	0.94
Tpa_7772	4007	1	0.00
Tpa_7798	69241	6873	0.10
Tpa_7799	1108	837	0.76
Tpa_7805	2541	2487	0.98
Tpa_7807	4449	3213	0.72
Tpa_7814	19954	15694	0.79
Tpa_7825	29756	28204	0.95
Tpa_7848	3071	2682	0.87
Tpa_7871	1189	759	0.64
Tpa_7910	2914	2529	0.87
